deployID,TagID,Period,RiffleID,Site,TagSize_mm,A_Axis_mm,B_Axis_mm,C_Axis_mm,Gravelometer_mm,Weight_g,Particle_Class,Size_Class,totalDistance_ft,movementDuration,DeployDate,LastRecapDate
51026,226001370393,After,0,Riffle 0,12,31,17,12,16,9.5,Gravel,MG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
50337,226001370397,After,Overflow 1A,Overflow,12,20,18,7,16,3.093,Gravel,MG2,0,2023-04-25 to 2023-04-25,4/25/2023,NA
51041,226001370399,After,0,Riffle 0,12,42,26,23,32,33.5,Gravel,CG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
50366,228000607500,After,GA10,GravelAug,23,102,64,55,64,373,Gravel,VCG2,1009.82,2024-04-25 to 2024-09-24,4/25/2024,9/24/2024
356,228000607500,Before,3,Riffle 3,23,102,64,55,64,373,Gravel,VCG2,0.57,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51043,228000607501,After,0,Riffle 0,23,78,52,34,64,212,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
392,228000607501,Before,3,Riffle 3,23,78,52,34,64,212,Gravel,VCG2,1.07,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51097,228000607502,After,0,Riffle 0,23,118,54,52,64,615,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
325,228000607502,Before,3,Riffle 3,23,118,54,52,64,615,Gravel,VCG2,1.77,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50169,228000607504,After,2B,Riffle 2,23,77,65,40,64,362,Gravel,VCG2,1149.12,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
297,228000607504,Before,2,Riffle 2,23,77,65,40,64,362,Gravel,VCG2,0.84,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50269,228000607505,After,1,Riffle 1,23,94,61,41,64,336,Gravel,VCG2,5.3,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
109,228000607505,Before,1,Riffle 1,23,94,61,41,64,336,Gravel,VCG2,2.11,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50116,228000607506,After,2A,Riffle 2,23,87,72,35,64,423,Gravel,VCG2,1777.08,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
234,228000607506,Before,2,Riffle 2,23,87,72,35,64,423,Gravel,VCG2,0.31,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50247,228000607507,After,1,Riffle 1,23,65,45,42,64,197,Gravel,VCG2,0.1,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
181,228000607507,Before,1,Riffle 1,23,65,45,42,64,197,Gravel,VCG2,1.12,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50251,228000607509,After,1,Riffle 1,23,106,64,36,64,440,Gravel,VCG2,0.3,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
150,228000607509,Before,1,Riffle 1,23,106,64,36,64,440,Gravel,VCG2,0.96,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51004,228000607510,After,0,Riffle 0,23,82,65,40,64,401,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
336,228000607510,Before,3,Riffle 3,23,82,65,40,64,401,Gravel,VCG2,1.66,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50150,228000607511,After,2B,Riffle 2,23,120,75,50,64,466,Gravel,VCG2,0.54,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
273,228000607511,Before,2,Riffle 2,23,120,75,50,64,466,Gravel,VCG2,0.34,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50208,228000607513,After,1,Riffle 1,23,91,60,38,64,273,Gravel,VCG2,7.82,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
113,228000607513,Before,1,Riffle 1,23,91,60,38,64,273,Gravel,VCG2,0.48,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50170,228000607514,After,2B,Riffle 2,23,139,64,54,64,813,Gravel,VCG2,1561.96,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
288,228000607514,Before,2,Riffle 2,23,139,64,54,64,813,Gravel,VCG2,1.89,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51070,228000607515,After,0,Riffle 0,23,61,57,54,64,362,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
317,228000607515,Before,3,Riffle 3,23,61,57,54,64,362,Gravel,VCG2,1.56,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50280,228000607516,After,1,Riffle 1,23,81,63,55,64,514,Gravel,VCG2,0.38,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
145,228000607516,Before,1,Riffle 1,23,81,63,55,64,514,Gravel,VCG2,0.57,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50258,228000607517,After,1,Riffle 1,23,68,56,43,64,241,Gravel,VCG2,1.26,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
179,228000607517,Before,1,Riffle 1,23,68,56,43,64,241,Gravel,VCG2,1.79,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51228,228000607518,After,2A,Riffle 2,23,86,66,38,64,NA,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
399,228000607518,Before,3,Riffle 3,23,86,66,38,64,NA,Gravel,VCG2,0.5,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50362,228000607519,After,GA11,GravelAug,23,81,64,41,64,437,Gravel,VCG2,22.83,2024-04-25 to 2024-09-24,4/25/2024,9/24/2024
369,228000607519,Before,3,Riffle 3,23,81,64,41,64,437,Gravel,VCG2,1.84,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50273,228000607520,After,1,Riffle 1,23,90,64,52,64,543,Gravel,VCG2,77.72,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
123,228000607520,Before,1,Riffle 1,23,90,64,52,64,543,Gravel,VCG2,0.17,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50361,228000607522,After,GA8,GravelAug,23,136,61,33,64,516,Gravel,VCG2,0,2024-04-25 to 2024-04-25,4/25/2024,NA
306,228000607522,Before,3,Riffle 3,23,136,61,33,64,516,Gravel,VCG2,1.56,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51254,228000607523,After,2A,Riffle 2,23,112,60,45,64,579,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
344,228000607523,Before,3,Riffle 3,23,112,60,45,64,579,Gravel,VCG2,0.69,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50266,228000607524,After,1,Riffle 1,23,86,68,54,64,562,Gravel,VCG2,34.8,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
142,228000607524,Before,1,Riffle 1,23,86,68,54,64,562,Gravel,VCG2,0.29,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50369,228000607525,After,GA12,GravelAug,23,90,71,34,64,414,Gravel,VCG2,0,2024-04-25 to 2024-04-25,4/25/2024,NA
313,228000607525,Before,3,Riffle 3,23,90,71,34,64,414,Gravel,VCG2,1.07,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50175,228000607526,After,2B,Riffle 2,23,117,74,43,64,561,Gravel,VCG2,1067.92,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
250,228000607526,Before,2,Riffle 2,23,117,74,43,64,561,Gravel,VCG2,0.42,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50162,228000607527,After,2B,Riffle 2,23,70,74,55,64,425,Gravel,VCG2,544.64,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
299,228000607527,Before,2,Riffle 2,23,70,74,55,64,425,Gravel,VCG2,0.53,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50101,228000607528,After,2A,Riffle 2,23,84,69,41,64,409,Gravel,VCG2,1050.24,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
230,228000607528,Before,2,Riffle 2,23,84,69,41,64,409,Gravel,VCG2,1.14,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50218,228000607532,After,1,Riffle 1,23,90,55,42,64,446,Gravel,VCG2,0.4,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
117,228000607532,Before,1,Riffle 1,23,90,55,42,64,446,Gravel,VCG2,0.37,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50286,228000607533,After,1,Riffle 1,23,89,65,52,64,400,Gravel,VCG2,152.87,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
120,228000607533,Before,1,Riffle 1,23,89,65,52,64,400,Gravel,VCG2,0.3,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50255,228000607534,After,1,Riffle 1,23,70,63,55,64,654,Gravel,VCG2,0.2,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
108,228000607534,Before,1,Riffle 1,23,70,63,55,64,654,Gravel,VCG2,10.45,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50267,228000607535,After,1,Riffle 1,23,74,54,36,64,254,Gravel,VCG2,88.1,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
189,228000607535,Before,1,Riffle 1,23,74,54,36,64,254,Gravel,VCG2,0.86,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51029,228000607536,After,0,Riffle 0,23,70,68,51,64,373,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
350,228000607536,Before,3,Riffle 3,23,70,68,51,64,373,Gravel,VCG2,0.17,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50283,228000607537,After,1,Riffle 1,23,95,61,35,64,458,Gravel,VCG2,17.43,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
130,228000607537,Before,1,Riffle 1,23,95,61,35,64,458,Gravel,VCG2,0.74,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50134,228000607538,After,2A,Riffle 2,23,74,53,22,64,257,Gravel,VCG2,0,2023-04-24 to 2023-04-24,4/24/2023,NA
267,228000607538,Before,2,Riffle 2,23,74,53,22,64,257,Gravel,VCG2,0.43,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50144,228000607539,After,2A,Riffle 2,23,110,63,31,64,372,Gravel,VCG2,875.78,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
284,228000607539,Before,2,Riffle 2,23,110,63,31,64,372,Gravel,VCG2,2.18,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50174,228000607540,After,2B,Riffle 2,23,100,67,46,64,506,Gravel,VCG2,1104.83,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
292,228000607540,Before,2,Riffle 2,23,100,67,46,64,506,Gravel,VCG2,0.21,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50254,228000607541,After,1,Riffle 1,23,91,64,40,64,398,Gravel,VCG2,6.77,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
139,228000607541,Before,1,Riffle 1,23,91,64,40,64,398,Gravel,VCG2,0.38,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51221,228000607542,After,2A,Riffle 2,23,119,64,45,64,469,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
383,228000607542,Before,3,Riffle 3,23,119,64,45,64,469,Gravel,VCG2,0.37,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
298,228000607545,Before,2,Riffle 2,23,71,65,55,64,387,Gravel,VCG2,0.63,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50217,228000607546,After,1,Riffle 1,23,97,71,35,64,338,Gravel,VCG2,65.13,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
126,228000607546,Before,1,Riffle 1,23,97,71,35,64,338,Gravel,VCG2,3.27,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50149,228000607547,After,2A,Riffle 2,23,80,70,43,64,370,Gravel,VCG2,16.69,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
277,228000607547,Before,2,Riffle 2,23,80,70,43,64,370,Gravel,VCG2,0.81,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50192,228000607548,After,2B,Riffle 2,23,67,55,52,64,344,Gravel,VCG2,0,2023-04-24 to 2023-04-24,4/24/2023,NA
260,228000607548,Before,2,Riffle 2,23,67,55,52,64,344,Gravel,VCG2,1.33,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50252,228000607549,After,1,Riffle 1,23,72,50,38,64,185,Gravel,VCG2,159.17,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
160,228000607549,Before,1,Riffle 1,23,72,50,38,64,185,Gravel,VCG2,0.68,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51019,228000607551,After,0,Riffle 0,23,92,72,43,64,477,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
341,228000607551,Before,3,Riffle 3,23,92,72,43,64,477,Gravel,VCG2,1.93,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50234,228000607552,After,1,Riffle 1,23,75,64,54,64,543,Gravel,VCG2,51.66,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
185,228000607552,Before,1,Riffle 1,23,75,64,54,64,543,Gravel,VCG2,1.76,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51272,228000607553,After,2B,Riffle 2,23,76,59,50,64,435,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
388,228000607553,Before,3,Riffle 3,23,76,59,50,64,435,Gravel,VCG2,0.54,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50156,228000607554,After,2B,Riffle 2,23,81,64,30,64,213,Gravel,VCG2,777.96,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
240,228000607554,Before,2,Riffle 2,23,81,64,30,64,213,Gravel,VCG2,0.25,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51270,228000607555,After,2B,Riffle 2,23,73,52,40,64,263,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
332,228000607555,Before,3,Riffle 3,23,73,52,40,64,263,Gravel,VCG2,0.25,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51001,228000607556,After,0,Riffle 0,23,51,49,46,64,159,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
320,228000607556,Before,3,Riffle 3,23,51,49,46,64,159,Gravel,VCG2,1.41,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50109,228000607558,After,2A,Riffle 2,23,88,73,38,64,444,Gravel,VCG2,130.3,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
296,228000607558,Before,2,Riffle 2,23,88,73,38,64,444,Gravel,VCG2,0.68,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51042,228000607559,After,0,Riffle 0,23,63,54,45,64,235,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
360,228000607559,Before,3,Riffle 3,23,63,54,45,64,235,Gravel,VCG2,2.86,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50259,228000607560,After,1,Riffle 1,23,82,64,37,64,407,Gravel,VCG2,0.73,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
177,228000607560,Before,1,Riffle 1,23,82,64,37,64,407,Gravel,VCG2,1.49,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50148,228000607561,After,2A,Riffle 2,23,106,53,49,64,350,Gravel,VCG2,959.81,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
255,228000607561,Before,2,Riffle 2,23,106,53,49,64,350,Gravel,VCG2,3.63,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51044,228000607562,After,0,Riffle 0,23,74,50,36,45,173,Gravel,VCG1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
324,228000607562,Before,3,Riffle 3,23,74,50,36,45,173,Gravel,VCG1,1.58,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50112,228000607564,After,2A,Riffle 2,23,108,64,45,64,477,Gravel,VCG2,0.41,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
245,228000607564,Before,2,Riffle 2,23,108,64,45,64,477,Gravel,VCG2,0.71,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50272,228000607565,After,1,Riffle 1,23,94,58,56,64,433,Gravel,VCG2,2.16,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
167,228000607565,Before,1,Riffle 1,23,94,58,56,64,433,Gravel,VCG2,5.28,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51052,228000607566,After,0,Riffle 0,23,79,41,35,45,159,Gravel,VCG1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
365,228000607566,Before,3,Riffle 3,23,79,41,35,45,159,Gravel,VCG1,0.59,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51153,228000607568,After,3,Riffle 3,23,91,69,40,64,384,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
300,228000607568,Before,3,Riffle 3,23,91,69,40,64,384,Gravel,VCG2,1.04,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50147,228000607569,After,2A,Riffle 2,23,99,78,44,64,493,Gravel,VCG2,40.48,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
295,228000607569,Before,2,Riffle 2,23,99,78,44,64,493,Gravel,VCG2,0.26,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50151,228000607570,After,2B,Riffle 2,23,75,63,48,64,338,Gravel,VCG2,0.9,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
201,228000607570,Before,2,Riffle 2,23,75,63,48,64,338,Gravel,VCG2,0.55,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50253,228000607571,After,1,Riffle 1,23,127,71,31,64,415,Gravel,VCG2,30.63,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
199,228000607571,Before,1,Riffle 1,23,127,71,31,64,415,Gravel,VCG2,12.75,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50179,228000607572,After,2B,Riffle 2,23,75,68,37,64,300,Gravel,VCG2,1107.71,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
225,228000607572,Before,2,Riffle 2,23,75,68,37,64,300,Gravel,VCG2,0.28,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50263,228000607573,After,1,Riffle 1,23,102,61,48,64,550,Gravel,VCG2,112.09,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
103,228000607573,Before,1,Riffle 1,23,102,61,48,64,550,Gravel,VCG2,0.31,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51223,228000607574,After,2A,Riffle 2,23,62,43,32,64,140,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
376,228000607574,Before,3,Riffle 3,23,62,43,32,64,140,Gravel,VCG2,0.28,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51169,228000607575,After,3,Riffle 3,23,105,71,43,64,522,Gravel,VCG2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
373,228000607575,Before,3,Riffle 3,23,105,71,43,64,522,Gravel,VCG2,0.24,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50104,228000607576,After,2A,Riffle 2,23,104,64,43,64,599,Gravel,VCG2,1506.25,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
206,228000607576,Before,2,Riffle 2,23,104,64,43,64,599,Gravel,VCG2,2.19,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50256,228000607577,After,1,Riffle 1,23,94,66,23,64,361,Gravel,VCG2,1.79,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
163,228000607577,Before,1,Riffle 1,23,94,66,23,64,361,Gravel,VCG2,3.87,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51146,230000111500,After,3,Riffle 3,32,265,245,90,256,12100,Cobble,LC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
331,230000111500,Before,3,Riffle 3,32,265,245,90,256,12100,Cobble,LC2,2.33,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51237,230000111501,After,2A,Riffle 2,32,148,110,100,128,2344,Cobble,SC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
304,230000111501,Before,3,Riffle 3,32,148,110,100,128,2344,Cobble,SC2,2.5,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50364,230000111502,After,GA11,GravelAug,32,148,121,63,128,2125,Cobble,SC2,16.93,2024-04-25 to 2024-09-24,4/25/2024,9/24/2024
278,230000111502,Before,2,Riffle 2,32,148,121,63,128,2125,Cobble,SC2,1.86,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51096,230000111503,After,0,Riffle 0,32,156,92,43,90,895,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
197,230000111503,Before,1,Riffle 1,32,156,92,43,90,895,Cobble,SC1,2.61,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50171,230000111504,After,2B,Riffle 2,32,166,128,81,128,2127,Cobble,SC2,476.59,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
279,230000111504,Before,2,Riffle 2,32,166,128,81,128,2127,Cobble,SC2,0.89,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51180,230000111505,After,3,Riffle 3,32,117,77,71,90,941,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
395,230000111505,Before,3,Riffle 3,32,117,77,71,90,941,Cobble,SC1,0.18,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51234,230000111506,After,2A,Riffle 2,32,110,108,41,128,941,Cobble,SC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
192,230000111506,Before,1,Riffle 1,32,110,108,41,128,941,Cobble,SC2,0.67,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50293,230000111507,After,1,Riffle 1,32,331,236,143,256,11400,Cobble,LC2,1.38,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
154,230000111507,Before,1,Riffle 1,32,331,236,143,256,11400,Cobble,LC2,1.39,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50183,230000111508,After,2B,Riffle 2,32,256,214,190,256,16900,Cobble,LC2,192.84,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
217,230000111508,Before,2,Riffle 2,32,256,214,190,256,16900,Cobble,LC2,1.65,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51290,230000111509,After,2B,Riffle 2,32,103,99,48,90,750,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
322,230000111509,Before,3,Riffle 3,32,103,99,48,90,750,Cobble,SC1,1.44,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50287,230000111510,After,1,Riffle 1,32,460,230,125,256,17100,Cobble,LC2,3.22,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
144,230000111510,Before,1,Riffle 1,32,460,230,125,256,17100,Cobble,LC2,1.13,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51264,230000111511,After,2B,Riffle 2,32,106,93,80,90,1175,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
396,230000111511,Before,3,Riffle 3,32,106,93,80,90,1175,Cobble,SC1,0.55,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51143,230000111512,After,3,Riffle 3,32,135,102,78,128,1872,Cobble,SC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
252,230000111512,Before,2,Riffle 2,32,135,102,78,128,1872,Cobble,SC2,0.27,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51182,230000111513,After,3,Riffle 3,32,148,93,75,90,1599,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
386,230000111513,Before,3,Riffle 3,32,148,93,75,90,1599,Cobble,SC1,1.08,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51131,230000111514,After,3,Riffle 3,32,107,96,62,90,894,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
352,230000111514,Before,3,Riffle 3,32,107,96,62,90,894,Cobble,SC1,0.12,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50128,230000111515,After,2A,Riffle 2,32,395,265,205,362,27100,Boulder,SB1,2.5,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
51014,230000111516,After,0,Riffle 0,32,126,96,79,128,1425,Cobble,SC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
188,230000111516,Before,1,Riffle 1,32,126,96,79,128,1425,Cobble,SC2,15.5,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51073,230000111517,After,0,Riffle 0,32,142,136,46,128,1173,Cobble,SC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
140,230000111517,Before,1,Riffle 1,32,142,136,46,128,1173,Cobble,SC2,0.33,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51277,230000111518,After,2B,Riffle 2,32,129,102,56,90,1168,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
312,230000111518,Before,3,Riffle 3,32,129,102,56,90,1168,Cobble,SC1,0.67,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51201,230000111519,After,2A,Riffle 2,32,151,141,52,128,1937,Cobble,SC2,0,2024-10-16 to 2024-10-16,10/16/2024,NA
389,230000111519,Before,3,Riffle 3,32,151,141,52,128,1937,Cobble,SC2,0.6,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51186,230000111520,After,3,Riffle 3,32,134,95,42,90,1088,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
355,230000111520,Before,3,Riffle 3,32,134,95,42,90,1088,Cobble,SC1,0.44,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51010,230000111521,After,0,Riffle 0,32,203,83,83,90,2179,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
187,230000111521,Before,1,Riffle 1,32,203,83,83,90,2179,Cobble,SC1,1.19,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
50168,230000111522,After,2B,Riffle 2,32,295,250,174,256,16100,Cobble,LC2,91.64,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
238,230000111522,Before,2,Riffle 2,32,295,250,174,256,16100,Cobble,LC2,0.94,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50275,230000111523,After,1,Riffle 1,32,150,109,78,128,1992,Cobble,SC2,2.06,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
127,230000111523,Before,1,Riffle 1,32,150,109,78,128,1992,Cobble,SC2,0.79,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51151,230000111524,After,3,Riffle 3,32,154,89,64,90,1292,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
307,230000111524,Before,3,Riffle 3,32,154,89,64,90,1292,Cobble,SC1,1.54,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
51017,230000111525,After,0,Riffle 0,32,104,86,46,90,837,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
169,230000111525,Before,1,Riffle 1,32,104,86,46,90,837,Cobble,SC1,2.72,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51235,230000111526,After,2A,Riffle 2,32,119,101,43,90,1036,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
242,230000111526,Before,2,Riffle 2,32,119,101,43,90,1036,Cobble,SC1,0.86,2019-04-16 to 2022-04-28,4/16/2019,4/28/2022
50279,230000111527,After,1,Riffle 1,32,139,76,75,90,1153,Cobble,SC1,194.12,2023-04-24 to 2024-09-24,4/24/2023,9/24/2024
158,230000111527,Before,1,Riffle 1,32,139,76,75,90,1153,Cobble,SC1,0.55,2019-04-16 to 2022-04-27,4/16/2019,4/27/2022
51280,230000111528,After,2B,Riffle 2,32,116,93,67,90,1027,Cobble,SC1,0,2024-10-16 to 2024-10-16,10/16/2024,NA
